traccion,transmision,horsepower,fuel_type,displacement,gears,engine_type,torque,turbo,brand,age,body_type
4x4,Automático,306,Gasolina,3.0,8.0,Combustión,295,Sí,Bmw,7,Suv
4x2,Manual,130,Estándar,1.5,6.0,Combustión,114,No,Honda,7,Hatchback
4x2,Automático,168,Gasolina,2.5,6.0,Combustión,177,No,Volkswagen,8,Hatchback
4x2,Automático,118,Gasolina,1.6,6.0,Combustión,115,No,Suzuki,7,Suv
4x2,Automático,121,Estándar,1.6,6.0,Combustión,111,No,Kia,5,Hatchback
4x2,Automático,220,Gasolina,2.0,6.0,Combustión,258,Sí,Volkswagen,8,Hatchback
4x2,Manual,122,Gasolina,1.4,6.0,Combustión,147,Sí,Seat,11,Hatchback
4x2,Automático,121,Gasolina,1.6,6.0,Combustión,111,No,Hyundai,7,Suv
4x2,Manual,115,Estándar,1.6,5.0,Combustión,114,No,Chevrolet,8,Sedan
4x2,Manual,66,Gasolina,1.0,5.0,Combustión,69,No,Renault,6,Hatchback
4x2,Automático,186,Gasolina,2.5,6.0,Combustión,186,No,Mazda,3,Sedan
4x2,Manual,140,Gasolina,2.0,6.0,Combustión,144,No,Renault,6,Pickup
4x2,Automático,120,Gasolina,1.6,7.0,Combustión,148,Sí,Mercedes Benz,9,Hatchback
4x2,Manual,166,Estándar,2.7,5.0,Combustión,180,No,Toyota,6,Pickup
4x2,Manual,110,Gasolina,1.6,5.0,Combustión,114,No,Seat,4,Hatchback
4x2,Automático,104,Gasolina,1.6,6.0,Combustión,113,No,Volkswagen,7,Sedan
4x2,Automático,270,Estándar,3.5,6.0,Combustión,248,No,Toyota,9,Suv
4x4,Automático,253,Gasolina,3.5,5.0,Combustión,256,No,Honda,10,Suv
4x2,Automático,290,Gasolina,3.3,6.0,Combustión,252,No,Kia,8,Suv
4x2,Automático,301,Gasolina,3.6,6.0,Combustión,272,No,Gmc,9,Suv
4x4,Automático,180,Gasolina,2.0,7.0,Combustión,236,Sí,Volkswagen,4,Suv
4x2,Automático,272,Estándar,2.0,8.0,Combustión,260,Sí,Cadillac,8,Sedan
4x2,Automático,168,Estándar,2.5,6.0,Combustión,170,No,Ford,8,Suv
4x2,Automático,138,Gasolina,1.4,7.0,Combustión,184,Sí,Volkswagen,10,Hatchback
4x4,Automático,290,Gasolina,3.7,9.0,Combustión,267,No,Acura,9,Suv
4x2,Manual,104,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,7,Hatchback
4x2,Manual,188,Estándar,2.5,6.0,Combustión,184,No,Mazda,7,Sedan
4x2,Manual,106,Gasolina,1.5,5.0,Combustión,103,No,Toyota,9,Sedan
4x2,Manual,109,Gasolina,1.5,6.0,Combustión,104,No,Mazda,4,Hatchback
4x2,Automático,173,Gasolina,2.4,4.0,Combustión,166,No,Dodge,8,Suv
4x2,Manual,110,Gasolina,1.6,5.0,Combustión,115,No,Volkswagen,6,Van
4x2,Manual,106,Gasolina,1.6,5.0,Combustión,105,No,Nissan,4,Hatchback
4x2,Automático,211,Gasolina,2.0,7.0,Combustión,258,Sí,Mercedes Benz,10,Sedan
4x2,Manual,197,Gasolina,1.6,6.0,Combustión,202,Sí,Ford,6,Hatchback
4x2,Manual,115,Gasolina,2.0,5.0,Combustión,125,No,Seat,11,Hatchback
4x4,Automático,300,Gasolina,2.0,9.0,Combustión,295,Sí,Land Rover,6,Suv
4x2,Manual,115,Gasolina,1.6,5.0,Combustión,114,No,Renault,4,Hatchback
4x2,Manual,131,Gasolina,2.0,6.0,Combustión,142,No,Renault,7,Suv
4x2,Automático,140,Estándar,1.8,5.0,Combustión,128,No,Honda,10,Sedan
4x4,Automático,224,Gasolina,2.0,8.0,Combustión,258,Sí,Mercedes Benz,5,Suv
4x2,Automático,105,Gasolina,1.6,6.0,Combustión,113,No,Volkswagen,4,Sedan
4x2,Manual,109,Estándar,1.6,5.0,Combustión,107,No,Nissan,8,Hatchback
4x2,Automático,148,Estándar,1.4,6.0,Combustión,177,Sí,Volkswagen,8,Suv
4x2,Automático,247,Estándar,2.0,10.0,Combustión,273,Sí,Honda,7,Sedan
4x4,Automático,420,Estándar,6.2,8.0,Combustión,460,No,Cadillac,10,Suv
4x2,Automático,283,Estándar,3.6,6.0,Combustión,260,No,Dodge,8,Minivan
4x2,Automático,185,Estándar,2.4,6.0,Combustión,178,No,Kia,5,Suv
4x2,Automático,264,Gasolina,3.0,6.0,Combustión,222,No,Gmc,13,Suv
4x2,Manual,107,Estándar,1.6,5.0,Combustión,104,No,Chevrolet,7,Sedan
4x2,Manual,143,Gasolina,2.4,5.0,Combustión,154,No,Nissan,14,Pickup
4x2,Automático,305,Estándar,3.6,8.0,Combustión,268,No,Dodge,9,Coupe
4x2,Automático,290,Gasolina,3.6,8.0,Combustión,260,No,Jeep,10,Suv
4x2,Automático,158,Gasolina,1.4,6.0,Combustión,177,Sí,Volkswagen,9,Suv
4x2,Manual,106,Gasolina,1.6,5.0,Combustión,105,No,Nissan,5,Hatchback
4x2,Automático,205,Gasolina,1.6,8.0,Combustión,221,Sí,Peugeot,6,Hatchback
4x2,Automático,192,Estándar,2.0,7.0,Combustión,206,Sí,Mini,6,Convertible
4x2,Automático,272,Estándar,2.0,8.0,Combustión,260,Sí,Cadillac,9,Sedan
4x4,Automático,365,Gasolina,3.5,6.0,Combustión,350,Sí,Ford,7,Suv
4x2,Manual,105,Gasolina,1.5,5.0,Combustión,105,No,Ford,7,Sedan
4x2,Automático,301,Estándar,3.6,6.0,Combustión,272,No,Gmc,8,Suv
4x2,Automático,146,Híbrido,1.6,6.0,Eléctrico,195,No,Kia,7,Suv
4x2,Manual,103,Estándar,1.6,5.0,Combustión,107,No,Chevrolet,10,Sedan
4x4,Automático,300,Estándar,2.0,8.0,Combustión,295,Sí,Jaguar Xe,6,Sedan
4x2,Automático,186,Gasolina,2.5,6.0,Combustión,186,No,Mazda,6,Sedan
4x2,Automático,140,Estándar,1.8,5.0,Combustión,128,No,Honda,10,Coupe
4x2,Automático,181,Gasolina,2.4,6.0,Combustión,175,No,Kia,7,Suv
4x4,Automático,250,Gasolina,2.5,6.0,Combustión,310,Sí,Mazda,9,Suv
4x2,Automático,181,Gasolina,2.0,6.0,Combustión,151,No,Mazda,6,Targa
4x2,Automático,112,Gasolina,1.6,4.0,Combustión,111,No,Peugeot,9,Sedan
4x2,Automático,156,Gasolina,1.6,7.0,Combustión,184,Sí,Mercedes Benz,7,Suv
4x2,Automático,192,Gasolina,2.0,7.0,Combustión,206,Sí,Bmw,4,Suv
4x2,Automático,110,Gasolina,1.0,6.0,Combustión,118,Sí,Suzuki,3,Hatchback
4x2,Automático,106,Gasolina,1.6,4.0,Combustión,105,No,Nissan,5,Hatchback
4x4,Automático,245,Gasolina,2.0,8.0,Combustión,275,Sí,Ford,4,Suv
4x2,Automático,236,Gasolina,4.0,5.0,Combustión,266,No,Toyota,10,Pickup
4x2,Automático,188,Gasolina,2.5,6.0,Combustión,184,No,Mazda,10,Sedan
4x4,Automático,240,Gasolina,2.0,6.0,Combustión,250,Sí,Land Rover,10,Suv
4x2,Automático,102,Estándar,1.5,4.0,Combustión,99,No,Toyota,7,Minivan
4x2,Manual,110,Gasolina,1.0,5.0,Combustión,125,Sí,Suzuki,7,Hatchback
4x2,Manual,130,Gasolina,1.5,6.0,Combustión,114,No,Honda,10,Hatchback
4x2,Manual,121,Gasolina,1.6,6.0,Combustión,111,No,Kia,5,Sedan
4x4,Automático,288,Gasolina,3.6,6.0,Combustión,270,No,Gmc,9,Suv
4x4,Automático,242,Estándar,3.0,8.0,Combustión,258,Sí,Bmw,9,Suv
4x2,Automático,136,Gasolina,1.5,6.0,Combustión,162,Sí,Mini,11,Hatchback
4x2,Manual,82,Gasolina,1.2,5.0,Combustión,83,No,Suzuki,8,Hatchback
4x2,Automático,121,Gasolina,1.6,6.0,Combustión,111,No,Kia,7,Sedan
4x2,Manual,98,Estándar,1.4,5.0,Combustión,89,No,Chevrolet,8,Hatchback
4x2,Automático,172,Estándar,2.4,6.0,Combustión,165,No,Jeep,9,Suv
4x2,Automático,155,Gasolina,2.0,6.0,Combustión,148,No,Mazda,8,Targa
4x4,Automático,252,Gasolina,2.5,7.0,Combustión,273,Sí,Audi,8,Sedan
4x2,Manual,81,Estándar,1.2,5.0,Combustión,80,No,Chevrolet,5,Sedan
4x4,Automático,252,Gasolina,2.5,7.0,Combustión,273,Sí,Audi,7,Sedan
4x4,Automático,216,Gasolina,3.0,8.0,Combustión,210,No,Mitsubishi,6,Suv
4x2,Manual,200,Gasolina,2.0,6.0,Combustión,206,Sí,Volkswagen,12,Hatchback
4x2,Automático,181,Estándar,2.0,8.0,Combustión,199,Sí,Bmw,10,Coupe
4x2,Automático,181,Estándar,2.0,7.0,Combustión,221,Sí,Mercedes Benz,8,Coupe
4x2,Manual,105,Estándar,1.6,5.0,Combustión,113,No,Volkswagen,5,Sedan
4x2,Automático,185,Gasolina,2.4,6.0,Combustión,178,No,Kia,5,Suv
4x2,Automático,156,Gasolina,1.6,7.0,Combustión,184,Sí,Mercedes Benz,10,Coupe
4x2,Manual,110,Estándar,1.6,5.0,Combustión,114,No,Seat,5,Hatchback
4x2,Automático,186,Gasolina,2.5,6.0,Combustión,186,No,Mazda,6,Hatchback
4x2,Automático,281,Gasolina,3.6,6.0,Combustión,266,No,Chevrolet,10,Suv
4x4,Automático,178,Diesel,2.4,6.0,Combustión,317,Sí,Mitsubishi,3,Pickup
4x2,Automático,110,Gasolina,1.6,6.0,Combustión,114,No,Seat,5,Hatchback
4x2,Automático,110,Gasolina,1.0,6.0,Combustión,118,Sí,Suzuki,7,Hatchback
4x2,Automático,102,Gasolina,1.5,4.0,Combustión,99,No,Toyota,5,Minivan
4x2,Automático,103,Gasolina,1.5,4.0,Combustión,102,No,Suzuki,5,Minivan
4x2,Automático,184,Gasolina,2.4,9.0,Combustión,171,No,Jeep,10,Suv
4x2,Automático,172,Gasolina,2.4,6.0,Combustión,165,No,Jeep,11,Suv
4x4,Automático,310,Gasolina,3.6,6.0,Combustión,271,No,Gmc,8,Suv
4x2,Automático,290,Gasolina,3.3,6.0,Combustión,252,No,Kia,7,Suv
4x2,Automático,156,Estándar,1.6,7.0,Combustión,184,Sí,Mercedes Benz,6,Coupe
4x2,Automático,172,Gasolina,2.4,4.0,Combustión,165,No,Dodge,5,Suv
4x2,Automático,192,Gasolina,2.0,7.0,Combustión,206,Sí,Bmw,5,Suv
4x2,Automático,155,Estándar,2.0,6.0,Combustión,148,No,Mazda,7,Sedan
4x2,Automático,301,Gasolina,3.6,6.0,Combustión,265,No,Gmc,12,Suv
4x2,Manual,148,Gasolina,2.0,5.0,Combustión,135,No,Mazda,13,Sedan
4x2,Automático,109,Gasolina,1.5,6.0,Combustión,104,No,Mazda,5,Hatchback
4x2,Manual,129,Gasolina,1.8,6.0,Combustión,128,No,Nissan,7,Sedan
4x2,Manual,160,Estándar,2.0,5.0,Combustión,146,No,Ford,9,Sedan
4x4,Automático,285,Estándar,3.6,5.0,Combustión,260,No,Jeep,7,Suv
4x2,Manual,110,Gasolina,1.0,6.0,Combustión,118,Sí,Suzuki,4,Hatchback
4x2,Automático,181,Gasolina,2.0,7.0,Combustión,221,Sí,Mercedes Benz,10,Sedan
4x2,Automático,148,Estándar,1.4,7.0,Combustión,184,Sí,Volkswagen,7,Hatchback
4x2,Manual,110,Estándar,1.6,5.0,Combustión,114,No,Seat,8,Hatchback
4x2,Automático,192,Gasolina,2.0,6.0,Combustión,207,Sí,Mini,8,Hatchback
4x2,Automático,140,Gasolina,1.8,5.0,Combustión,128,No,Honda,10,Sedan
4x2,Automático,130,Gasolina,1.8,6.0,Combustión,134,No,Jeep,3,Suv
4x4,Automático,420,Gasolina,2.5,6.0,Combustión,450,No,Gmc,10,Suv
4x2,Automático,301,Gasolina,3.6,6.0,Combustión,272,No,Gmc,11,Suv
4x2,Automático,156,Gasolina,1.6,7.0,Combustión,184,Sí,Mercedes Benz,8,Coupe
4x2,Automático,245,Gasolina,2.0,8.0,Combustión,258,Sí,Volvo,8,Hatchback
4x2,Automático,283,Gasolina,4.0,6.0,Combustión,260,No,Chrysler,9,Minivan
4x2,Manual,89,Diesel,1.6,5.0,Combustión,159,Sí,Peugeot,7,Van
4x2,Automático,188,Gasolina,2.5,6.0,Combustión,186,No,Mazda,5,Suv
4x2,Manual,166,Estándar,2.4,6.0,Combustión,178,No,Nissan,5,Pickup
4x4,Automático,170,Gasolina,2.0,7.0,Combustión,207,Sí,Audi,11,Suv
4x2,Automático,172,Gasolina,2.4,6.0,Combustión,165,No,Jeep,10,Suv
4x2,Automático,90,Estándar,1.0,5.0,Combustión,67,Sí,Smart,7,Hatchback
4x2,Automático,150,Gasolina,1.4,7.0,Combustión,184,Sí,Audi,5,Suv
4x2,Automático,173,Gasolina,2.4,4.0,Combustión,166,No,Dodge,9,Suv
4x2,Automático,460,Gasolina,5.0,10.0,Combustión,420,No,Ford,4,Coupe
4x2,Automático,153,Estándar,1.4,6.0,Combustión,177,Sí,Chevrolet,9,Sedan
4x2,Manual,140,Gasolina,1.6,6.0,Combustión,144,No,Renault,4,Pickup
4x2,Manual,155,Estándar,2.0,6.0,Combustión,148,No,Mazda,9,Convertible
4x2,Automático,300,Gasolina,3.0,7.0,Combustión,295,Sí,Infiniti,7,Sedan
4x2,Automático,163,Gasolina,2.4,4.0,Combustión,166,No,Suzuki,10,Suv
4x2,Manual,82,Gasolina,1.2,5.0,Combustión,83,No,Suzuki,3,Hatchback
4x2,Automático,155,Gasolina,2.0,6.0,Combustión,148,No,Mazda,9,Suv
4x4,Automático,237,Gasolina,2.0,9.0,Combustión,251,Sí,Land Rover,6,Suv
4x2,Manual,105,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,4,Hatchback
4x4,Automático,250,Gasolina,2.5,6.0,Combustión,310,Sí,Mazda,7,Suv
4x2,Automático,112,Gasolina,1.6,6.0,Combustión,110,No,Chevrolet,11,Sedan
4x2,Manual,115,Gasolina,2.0,5.0,Combustión,125,No,Seat,10,Hatchback
4x2,Manual,120,Gasolina,1.6,6.0,Combustión,112,No,Kia,8,Hatchback
4x2,Automático,290,Estándar,3.5,6.0,Combustión,255,No,Ford,11,Suv
4x2,Manual,170,Gasolina,1.4,6.0,Combustión,184,Sí,Alfa Romeo,6,Hatchback
4x2,Automático,170,Gasolina,1.5,6.0,Combustión,203,Sí,Chevrolet,6,Suv
4x2,Automático,153,Gasolina,1.4,6.0,Combustión,177,Sí,Chevrolet,7,Sedan
4x2,Automático,150,Estándar,1.4,7.0,Combustión,148,Sí,Seat,6,Suv
4x2,Manual,106,Gasolina,1.6,5.0,Combustión,105,No,Nissan,8,Sedan
4x2,Automático,172,Gasolina,2.4,6.0,Combustión,165,No,Jeep,8,Suv
4x2,Automático,140,Gasolina,1.8,5.0,Combustión,128,No,Honda,13,Sedan
4x2,Automático,154,Estándar,1.6,7.0,Combustión,184,Sí,Mercedes Benz,10,Coupe
4x2,Automático,130,Estándar,1.8,6.0,Combustión,134,No,Jeep,5,Suv
4x2,Automático,180,Gasolina,1.8,7.0,Combustión,184,Sí,Audi,9,Sedan
4x2,Automático,250,Gasolina,3.5,6.0,Combustión,253,No,Honda,9,Minivan
4x2,Manual,104,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,11,Sedan
4x2,Automático,138,Gasolina,1.4,6.0,Combustión,148,Sí,Chevrolet,11,Suv
4x2,Automático,249,Gasolina,2.0,7.0,Combustión,273,Sí,Audi,8,Sedan
4x2,Automático,181,Estándar,2.0,8.0,Combustión,199,Sí,Bmw,9,Coupe
4x2,Automático,150,Estándar,1.4,7.0,Combustión,184,Sí,Audi,5,Sedan
4x4,Automático,178,Gasolina,2.0,7.0,Combustión,236,Sí,Volkswagen,7,Suv
4x2,Manual,105,Gasolina,1.5,5.0,Combustión,105,No,Ford,8,Sedan
4x2,Automático,154,Gasolina,1.6,7.0,Combustión,184,Sí,Mercedes Benz,7,Hatchback
4x2,Automático,182,Estándar,2.4,6.0,Combustión,172,No,Chevrolet,9,Suv
4x2,Manual,150,Gasolina,1.4,6.0,Combustión,184,Sí,Seat,5,Hatchback
4x2,Automático,155,Gasolina,2.0,6.0,Combustión,143,No,Hyundai,8,Suv
4x2,Automático,156,Gasolina,1.6,7.0,Combustión,184,Sí,Mercedes Benz,10,Suv
4x2,Automático,188,Gasolina,2.5,6.0,Combustión,184,No,Mazda,7,Sedan
4x2,Automático,150,Gasolina,2.0,6.0,Combustión,141,No,Kia,8,Suv
4x2,Automático,101,Gasolina,1.4,5.0,Combustión,98,No,Fiat,9,Hatchback
4x2,Automático,148,Gasolina,1.4,6.0,Combustión,184,Sí,Volkswagen,6,Sedan
4x4,Automático,290,Gasolina,3.5,9.0,Combustión,267,No,Acura,7,Suv
4x2,Automático,180,Gasolina,1.8,7.0,Combustión,184,Sí,Audi,10,Sedan
4x2,Manual,112,Gasolina,1.5,5.0,Combustión,108,No,Jac,6,Suv
4x2,Manual,118,Gasolina,1.6,5.0,Combustión,115,No,Suzuki,4,Suv
4x2,Automático,252,Híbrido,2.0,8.0,Híbrido,310,Sí,Bmw,5,Sedan
4x2,Manual,147,Estándar,2.0,6.0,Combustión,132,No,Kia,7,Sedan
4x2,Automático,207,Gasolina,2.0,6.0,Combustión,207,Sí,Volkswagen,8,Sedan
4x2,Automático,172,Gasolina,2.4,6.0,Combustión,165,No,Jeep,11,Suv
4x4,Automático,285,Híbrido,3.6,8.0,Mild Hybrid,260,Sí,Jeep,4,Suv
4x2,Manual,134,Gasolina,1.6,6.0,Combustión,110,No,Suzuki,9,Hatchback
4x4,Automático,290,Gasolina,3.5,6.0,Combustión,255,No,Ford,8,Suv
4x2,Automático,301,Estándar,3.6,6.0,Combustión,272,No,Gmc,9,Suv
4x4,Automático,162,Gasolina,2.5,7.0,Combustión,175,No,Nissan,3,Pickup
4x2,Automático,156,Gasolina,1.6,7.0,Combustión,184,Sí,Mercedes Benz,6,Suv
4x2,Manual,168,Gasolina,2.5,5.0,Combustión,177,No,Volkswagen,12,Sedan
4x2,Automático,148,Estándar,2.0,6.0,Combustión,144,No,Mazda,6,Suv
4x2,Manual,104,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,9,Sedan
4x2,Automático,190,Gasolina,2.0,8.0,Combustión,221,Sí,Volvo,5,Suv
4x2,Automático,140,Gasolina,1.8,6.0,Combustión,129,No,Chevrolet,12,Suv
4x2,Automático,101,Gasolina,1.4,6.0,Combustión,98,No,Fiat,10,Hatchback
4x2,Manual,131,Gasolina,2.0,6.0,Combustión,142,No,Renault,8,Suv
4x2,Automático,181,Estándar,2.0,8.0,Combustión,214,Sí,Bmw,6,Suv
4x2,Manual,147,Gasolina,2.0,6.0,Combustión,132,No,Hyundai,5,Sedan
4x2,Automático,130,Gasolina,1.2,6.0,Combustión,140,Sí,Chevrolet,4,Suv
4x2,Automático,140,Gasolina,2.0,4.0,Combustión,144,No,Renault,5,Pickup
4x2,Manual,86,Gasolina,1.2,5.0,Combustión,88,No,Hyundai,7,Hatchback
4x2,Automático,290,Gasolina,3.5,6.0,Combustión,255,No,Ford,7,Suv
4x2,Manual,166,Gasolina,2.5,6.0,Combustión,178,No,Nissan,7,Pickup
4x2,Manual,98,Estándar,1.4,5.0,Combustión,89,No,Chevrolet,7,Hatchback
4x4,Automático,420,Estándar,3.6,8.0,Combustión,406,Sí,Porsche,9,Suv
4x2,Automático,122,Gasolina,1.4,7.0,Combustión,147,Sí,Audi,12,Hatchback
4x2,Manual,110,Estándar,1.0,5.0,Combustión,125,Sí,Suzuki,6,Hatchback
4x2,Automático,125,Estándar,1.4,7.0,Combustión,148,Sí,Audi,9,Hatchback
4x2,Automático,242,Estándar,2.0,8.0,Combustión,258,Sí,Bmw,9,Coupe
4x4,Automático,240,Estándar,2.0,9.0,Combustión,250,Sí,Land Rover,9,Suv
4x2,Manual,140,Gasolina,2.0,6.0,Combustión,144,No,Renault,5,Suv
4x2,Manual,130,Estándar,1.5,6.0,Combustión,114,No,Honda,9,Hatchback
4x2,Manual,115,Gasolina,2.0,5.0,Combustión,125,No,Volkswagen,9,Sedan
4x2,Automático,154,Estándar,1.6,9.0,Combustión,184,Sí,Mercedes Benz,7,Sedan
4x2,Manual,92,Diesel,1.6,5.0,Combustión,170,Sí,Peugeot,4,Sedan
4x4,Automático,261,Gasolina,2.0,10.0,Combustión,280,Sí,Acura,4,Suv
4x4,Automático,355,Gasolina,5.3,6.0,Combustión,383,No,Chevrolet,6,Suv
4x4,Automático,222,Gasolina,2.0,8.0,Combustión,258,Sí,Audi,10,Suv
4x2,Manual,113,Gasolina,2.0,5.0,Combustión,122,No,Volkswagen,11,Sedan
4x2,Automático,150,Estándar,1.4,7.0,Combustión,184,Sí,Audi,9,Sedan
4x2,Manual,98,Estándar,1.4,5.0,Combustión,89,No,Chevrolet,9,Hatchback
4x2,Manual,131,Estándar,2.0,6.0,Combustión,142,No,Renault,7,Suv
4x2,Automático,131,Gasolina,2.0,4.0,Combustión,142,No,Renault,9,Suv
4x2,Automático,133,Gasolina,2.0,4.0,Combustión,142,No,Renault,12,Suv
4x2,Manual,131,Gasolina,2.0,6.0,Combustión,142,No,Renault,6,Hatchback
4x2,Automático,281,Gasolina,3.6,6.0,Combustión,266,No,Chevrolet,9,Suv
4x2,Automático,190,Estándar,2.0,7.0,Combustión,236,Sí,Audi,8,Hatchback
4x2,Manual,110,Gasolina,1.6,5.0,Combustión,109,No,Renault,10,Hatchback
4x2,Automático,250,Estándar,3.5,6.0,Combustión,253,No,Honda,11,Minivan
4x2,Automático,322,Estándar,3.0,8.0,Combustión,368,Sí,Bmw,8,Coupe
4x2,Automático,186,Gasolina,2.5,6.0,Combustión,184,No,Mazda,10,Suv
4x2,Automático,155,Gasolina,2.0,6.0,Combustión,148,No,Mazda,7,Targa
4x2,Automático,188,Gasolina,2.5,6.0,Combustión,186,Sí,Mazda,4,Suv
4x2,Automático,180,Gasolina,2.4,6.0,Combustión,175,No,Jeep,4,Suv
4x4,Automático,306,Gasolina,2.0,7.0,Combustión,295,Sí,Mercedes Benz,5,Hatchback
4x4,Automático,250,Gasolina,2.5,6.0,Combustión,310,Sí,Mazda,8,Suv
4x2,Automático,181,Estándar,2.0,8.0,Combustión,199,Sí,Bmw,8,Sedan
4x2,Automático,150,Gasolina,1.4,6.0,Combustión,184,Sí,Volkswagen,3,Suv
4x2,Automático,335,Gasolina,3.6,8.0,Combustión,285,No,Chevrolet,8,Coupe
4x2,Automático,184,Estándar,2.4,9.0,Combustión,171,No,Jeep,8,Suv
4x2,Automático,250,Gasolina,2.0,8.0,Combustión,260,Sí,Kia,6,Hatchback
4x2,Manual,81,Gasolina,1.2,5.0,Combustión,80,No,Chevrolet,13,Hatchback
4x2,Automático,145,Estándar,1.8,6.0,Combustión,130,No,Hyundai,10,Sedan
4x2,Automático,105,Estándar,1.6,4.0,Combustión,107,No,Renault,7,Hatchback
4x2,Automático,147,Gasolina,2.0,6.0,Combustión,132,No,Hyundai,8,Sedan
4x2,Manual,85,Estándar,1.4,5.0,Combustión,90,No,Fiat,8,Hatchback
4x2,Automático,134,Gasolina,1.5,8.0,Combustión,162,Sí,Bmw,6,Hatchback
4x2,Manual,88,Estándar,1.2,5.0,Combustión,88,No,Hyundai,7,Sedan
4x2,Automático,188,Estándar,2.5,6.0,Combustión,184,No,Mazda,10,Sedan
4x2,Automático,168,Estándar,2.5,6.0,Combustión,170,No,Ford,7,Suv
4x4,Automático,420,Estándar,4.8,8.0,Combustión,406,Sí,Porsche,10,Suv
4x2,Manual,106,Gasolina,1.6,5.0,Combustión,105,No,Nissan,7,Hatchback
4x2,Automático,190,Gasolina,2.0,7.0,Combustión,236,Sí,Audi,6,Coupe
4x4,Automático,181,Gasolina,1.5,8.0,Combustión,190,Sí,Ford,3,Suv
4x4,Automático,285,Gasolina,3.6,5.0,Combustión,260,No,Jeep,9,Suv
4x2,Automático,100,Gasolina,1.6,5.0,Combustión,105,No,Volkswagen,8,Hatchback
4x2,Manual,107,Gasolina,1.5,5.0,Combustión,104,No,Chevrolet,7,Sedan
4x2,Automático,130,Gasolina,1.2,6.0,Combustión,140,Sí,Chevrolet,3,Suv
4x2,Automático,103,Gasolina,1.6,4.0,Combustión,107,No,Chevrolet,9,Sedan
4x2,Automático,192,Gasolina,2.0,7.0,Combustión,206,Sí,Mini,5,Wagon
4x2,Automático,138,Gasolina,1.4,6.0,Combustión,148,Sí,Buick,6,Suv
4x2,Automático,84,Gasolina,1.0,5.0,Combustión,89,Sí,Smart,11,Coupe
4x2,Automático,168,Gasolina,1.6,8.0,Combustión,184,Sí,Bmw,11,Hatchback
4x2,Manual,155,Gasolina,2.0,6.0,Combustión,148,No,Mazda,9,Hatchback
4x2,Automático,305,Gasolina,3.6,8.0,Combustión,268,No,Dodge,6,Coupe
4x2,Automático,240,Estándar,2.0,6.0,Combustión,270,Sí,Ford,8,Sedan
4x2,Automático,201,Gasolina,1.6,7.0,Combustión,195,Sí,Kia,6,Hatchback
4x2,Manual,121,Gasolina,1.6,6.0,Combustión,111,No,Kia,5,Suv
4x2,Automático,201,Estándar,2.0,7.0,Combustión,229,Sí,Mercedes Benz,11,Coupe
4x2,Automático,121,Gasolina,1.6,6.0,Combustión,111,No,Kia,5,Suv
4x2,Automático,153,Gasolina,2.0,6.0,Combustión,142,No,Kia,6,Suv
4x4,Automático,280,Gasolina,3.5,6.0,Combustión,262,No,Honda,9,Suv
4x2,Manual,136,Gasolina,1.5,6.0,Combustión,162,Sí,Mini,4,Hatchback
4x2,Automático,250,Estándar,3.5,6.0,Combustión,253,No,Honda,10,Minivan
4x2,Manual,138,Gasolina,1.4,6.0,Combustión,162,Sí,Suzuki,7,Suv
4x2,Manual,110,Gasolina,1.6,5.0,Combustión,109,No,Renault,11,Hatchback
4x2,Automático,110,Gasolina,1.6,6.0,Combustión,114,No,Volkswagen,5,Suv
4x2,Automático,181,Gasolina,2.4,6.0,Combustión,175,No,Kia,5,Suv
4x2,Manual,166,Estándar,2.4,6.0,Combustión,178,No,Nissan,7,Pickup
4x2,Manual,155,Gasolina,2.0,6.0,Combustión,148,No,Mazda,10,Hatchback
4x2,Automático,140,Gasolina,2.0,4.0,Combustión,144,No,Renault,6,Suv
4x2,Automático,295,Gasolina,3.6,8.0,Combustión,260,No,Jeep,6,Suv
4x2,Automático,181,Gasolina,2.0,8.0,Combustión,199,Sí,Bmw,11,Sedan
4x4,Automático,302,Gasolina,3.0,8.0,Combustión,295,Sí,Bmw,8,Suv
4x2,Automático,365,Estándar,3.5,6.0,Combustión,420,Sí,Ford,8,Suv
4x2,Automático,104,Gasolina,1.6,6.0,Combustión,113,No,Volkswagen,8,Sedan
4x2,Automático,153,Gasolina,2.0,6.0,Combustión,148,No,Mazda,7,Suv
4x2,Automático,285,Gasolina,4.8,6.0,Combustión,305,No,Chevrolet,7,Pickup
4x2,Manual,125,Estándar,1.4,6.0,Combustión,148,Sí,Seat,6,Hatchback
4x2,Automático,168,Gasolina,2.5,6.0,Combustión,177,No,Volkswagen,9,Sedan
4x2,Automático,105,Gasolina,1.5,6.0,Combustión,105,No,Ford,8,Sedan
4x2,Automático,104,Gasolina,1.6,6.0,Combustión,113,No,Volkswagen,7,Hatchback
4x2,Manual,155,Gasolina,2.0,6.0,Combustión,148,No,Mazda,10,Sedan
4x2,Automático,228,Estándar,2.5,6.0,Combustión,310,Sí,Mazda,6,Sedan
4x2,Automático,230,Gasolina,2.0,6.0,Combustión,258,Sí,Volkswagen,5,Hatchback
4x2,Automático,136,Gasolina,1.5,6.0,Combustión,162,Sí,Mini,10,Hatchback
4x2,Automático,138,Estándar,1.8,6.0,Combustión,129,No,Chevrolet,9,Sedan
