traccion,transmision,horsepower,fuel_type,displacement,gears,engine_type,torque,turbo,brand,age,body_type
4x2,Manual,101,Estándar,1.4,5.0,Combustión,98,No,Fiat,11,Hatchback
4x2,Automático,247,Gasolina,2.0,10.0,Combustión,273,Sí,Honda,6,Sedan
4x2,Automático,163,Gasolina,1.6,6.0,Combustión,177,Sí,Peugeot,5,Suv
4x2,Manual,130,Gasolina,1.2,5.0,Combustión,140,No,Chevrolet,7,Hatchback
4x2,Automático,165,Gasolina,1.6,6.0,Combustión,177,Sí,Peugeot,4,Suv
4x2,Automático,138,Gasolina,1.4,7.0,Combustión,178,Sí,Hyundai,3,Suv
4x2,Automático,148,Estándar,1.4,7.0,Combustión,184,Sí,Volkswagen,8,Hatchback
4x2,Automático,190,Gasolina,1.5,8.0,Combustión,221,Sí,Volvo,4,Suv
4x2,Automático,170,Gasolina,1.5,6.0,Combustión,203,Sí,Chevrolet,5,Suv
4x4,Automático,285,Estándar,3.6,5.0,Combustión,260,No,Jeep,8,Suv
4x2,Automático,175,Gasolina,1.6,8.0,Combustión,184,Sí,Bmw,9,Hatchback
4x2,Automático,188,Estándar,2.5,6.0,Combustión,186,No,Mazda,6,Suv
4x2,Manual,150,Gasolina,2.0,6.0,Combustión,142,No,Kia,8,Hatchback
4x2,Automático,168,Gasolina,2.5,6.0,Combustión,177,No,Volkswagen,7,Sedan
4x2,Automático,290,Gasolina,3.5,6.0,Combustión,267,No,Acura,11,Suv
4x2,Automático,140,Gasolina,1.4,7.0,Combustión,184,Sí,Seat,10,Hatchback
4x2,Automático,188,Gasolina,2.5,6.0,Combustión,184,No,Mazda,8,Sedan
4x2,Automático,177,Gasolina,2.4,5.0,Combustión,164,No,Honda,11,Suv
4x2,Automático,235,Gasolina,2.0,8.0,Combustión,260,Sí,Hyundai,5,Suv
4x2,Automático,188,Gasolina,2.5,6.0,Combustión,186,No,Mazda,5,Sedan
4x2,Manual,107,Gasolina,1.5,5.0,Combustión,104,No,Toyota,5,Sedan
4x2,Automático,104,Estándar,1.6,6.0,Combustión,113,No,Volkswagen,6,Hatchback
4x2,Automático,296,Estándar,3.5,8.0,Combustión,263,No,Toyota,8,Minivan
4x2,Manual,147,Gasolina,2.0,6.0,Combustión,132,No,Kia,5,Sedan
4x2,Automático,140,Gasolina,1.4,7.0,Combustión,184,Sí,Seat,9,Wagon
4x2,Automático,134,Gasolina,1.5,6.0,Combustión,162,Sí,Bmw,8,Suv
4x2,Automático,381,Estándar,5.7,6.0,Combustión,401,No,Toyota,9,Suv
4x2,Automático,150,Estándar,1.4,7.0,Combustión,184,Sí,Seat,7,Wagon
4x4,Automático,310,Gasolina,3.6,6.0,Combustión,271,No,Gmc,7,Suv
4x2,Manual,103,Gasolina,1.6,5.0,Combustión,107,No,Chevrolet,10,Sedan
4x2,Automático,136,Gasolina,1.5,6.0,Combustión,162,Sí,Mini,8,Hatchback
4x2,Automático,228,Gasolina,2.5,6.0,Combustión,310,Sí,Mazda,4,Sedan
4x2,Automático,148,Gasolina,1.4,7.0,Combustión,184,Sí,Volkswagen,7,Hatchback
4x2,Manual,107,Gasolina,1.6,5.0,Combustión,104,No,Chevrolet,5,Sedan
4x2,Automático,138,Estándar,1.4,6.0,Combustión,148,Sí,Buick,6,Suv
4x4,Automático,520,Estándar,4.8,8.0,Combustión,516,Sí,Porsche,10,Suv
4x2,Automático,107,Gasolina,1.5,6.0,Combustión,104,No,Chevrolet,6,Sedan
4x2,Automático,148,Gasolina,1.4,7.0,Combustión,184,Sí,Volkswagen,9,Hatchback
4x2,Manual,76,Gasolina,1.2,5.0,Combustión,74,No,Dodge,5,Sedan
4x2,Automático,266,Gasolina,3.3,6.0,Combustión,234,No,Kia,6,Minivan
4x2,Automático,104,Gasolina,1.6,6.0,Combustión,113,No,Volkswagen,9,Sedan
4x2,Manual,110,Diesel,1.2,5.0,Combustión,184,Sí,Volkswagen,5,Van
4x2,Manual,138,Diesel,2.0,6.0,Combustión,250,Sí,Volkswagen,6,Pickup
4x2,Automático,110,Gasolina,1.6,5.0,Combustión,114,No,Volkswagen,5,Suv
4x2,Automático,181,Gasolina,2.0,8.0,Combustión,199,Sí,Bmw,8,Coupe
4x2,Automático,108,Gasolina,1.2,6.0,Combustión,151,Sí,Peugeot,5,Suv
4x2,Automático,110,Gasolina,1.6,6.0,Combustión,114,No,Volkswagen,5,Sedan
4x2,Automático,115,Gasolina,1.6,5.0,Combustión,118,No,Fiat,8,Hatchback
4x2,Manual,108,Gasolina,1.6,6.0,Combustión,114,No,Volkswagen,9,Hatchback
4x2,Automático,190,Gasolina,2.0,7.0,Combustión,236,Sí,Audi,6,Sedan
4x2,Automático,360,Gasolina,5.0,6.0,Combustión,380,No,Ford,11,Pickup
4x4,Automático,253,Estándar,3.5,5.0,Combustión,256,No,Honda,13,Suv
4x2,Automático,156,Estándar,1.6,7.0,Combustión,184,Sí,Mercedes Benz,9,Sedan
4x2,Automático,150,Gasolina,1.4,6.0,Combustión,184,Sí,Seat,6,Suv
4x2,Automático,160,Gasolina,2.0,6.0,Combustión,146,No,Ford,8,Sedan
4x2,Manual,188,Gasolina,2.5,6.0,Combustión,184,No,Mazda,7,Hatchback
4x2,Automático,122,Gasolina,1.4,7.0,Combustión,148,Sí,Audi,10,Hatchback
4x2,Manual,160,Estándar,1.4,5.0,Combustión,170,Sí,Fiat,8,Hatchback
4x2,Automático,192,Gasolina,2.0,6.0,Combustión,207,Sí,Mini,7,Hatchback
4x2,Automático,188,Gasolina,2.5,6.0,Combustión,184,No,Mazda,8,Sedan
4x2,Automático,145,Estándar,1.8,6.0,Combustión,130,No,Hyundai,9,Sedan
4x2,Automático,163,Gasolina,1.6,7.0,Combustión,184,Sí,Mercedes Benz,5,Hatchback
4x2,Automático,184,Estándar,2.0,7.0,Combustión,199,Sí,Mercedes Benz,9,Sedan
4x2,Automático,163,Gasolina,1.6,6.0,Combustión,177,Sí,Peugeot,6,Suv
4x4,Automático,211,Estándar,2.0,7.0,Combustión,258,Sí,Mercedes Benz,6,Suv
4x2,Automático,271,Gasolina,3.2,9.0,Combustión,239,No,Jeep,6,Suv
4x2,Automático,250,Gasolina,3.5,6.0,Combustión,253,No,Honda,9,Minivan
4x2,Automático,107,Gasolina,1.5,6.0,Combustión,104,No,Chevrolet,5,Sedan
4x4,Automático,340,Estándar,3.0,8.0,Motor Supercargado,332,Sí,Land Rover,10,Suv
4x2,Automático,208,Gasolina,2.0,9.0,Combustión,258,Sí,Mercedes Benz,7,Sedan
4x4,Automático,248,Gasolina,2.0,7.0,Combustión,273,Sí,Audi,7,Suv
4x2,Automático,242,Gasolina,2.0,8.0,Combustión,258,Sí,Bmw,8,Coupe
4x2,Automático,150,Gasolina,1.4,6.0,Combustión,184,Sí,Volkswagen,5,Suv
4x2,Automático,240,Gasolina,2.0,6.0,Combustión,270,Sí,Ford,9,Suv
4x2,Automático,150,Estándar,2.0,6.0,Combustión,141,No,Kia,6,Suv
4x2,Manual,181,Gasolina,2.0,6.0,Combustión,151,No,Mazda,4,Convertible
4x2,Manual,158,Gasolina,2.0,6.0,Combustión,138,No,Honda,6,Sedan
4x2,Manual,113,Estándar,2.0,5.0,Combustión,122,No,Volkswagen,10,Sedan
4x2,Automático,135,Gasolina,1.4,6.0,Combustión,150,Sí,Fiat,10,Hatchback
4x2,Manual,98,Gasolina,1.4,5.0,Combustión,89,No,Chevrolet,4,Hatchback
4x2,Automático,150,Gasolina,1.4,8.0,Combustión,184,Sí,Seat,3,Hatchback
4x4,Automático,510,Gasolina,5.0,8.0,Motor Supercargado,461,Sí,Land Rover,11,Suv
4x2,Automático,106,Gasolina,1.5,6.0,Combustión,103,No,Toyota,8,Sedan
4x2,Manual,69,Estándar,1.0,5.0,Combustión,68,No,Fiat,7,Hatchback
4x2,Manual,118,Gasolina,1.6,5.0,Combustión,110,No,Nissan,4,Suv
4x2,Manual,100,Estándar,1.4,5.0,Combustión,98,No,Suzuki,11,Hatchback
4x2,Manual,82,Gasolina,1.2,5.0,Combustión,83,No,Suzuki,4,Hatchback
4x2,Manual,104,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,10,Sedan
4x2,Manual,113,Gasolina,1.5,5.0,Combustión,111,No,Mg,3,Suv
4x2,Automático,204,Gasolina,2.0,9.0,Combustión,206,Sí,Mercedes Benz,5,Sedan
4x2,Manual,97,Gasolina,1.3,5.0,Combustión,94,No,Fiat,3,Hatchback
4x2,Manual,82,Gasolina,1.2,5.0,Combustión,83,No,Suzuki,6,Hatchback
4x2,Automático,106,Estándar,1.6,4.0,Combustión,105,No,Nissan,8,Sedan
4x2,Automático,201,Gasolina,1.6,7.0,Combustión,195,Sí,Kia,5,Sedan
4x2,Automático,270,Estándar,3.5,6.0,Combustión,248,No,Toyota,10,Suv
4x4,Automático,285,Gasolina,3.6,5.0,Combustión,260,No,Jeep,10,Suv
4x2,Automático,104,Gasolina,1.6,6.0,Combustión,113,No,Volkswagen,10,Sedan
4x2,Automático,150,Estándar,1.4,8.0,Combustión,184,Sí,Seat,5,Suv
4x2,Automático,110,Gasolina,1.0,5.0,Combustión,125,Sí,Suzuki,4,Hatchback
4x2,Automático,250,Gasolina,2.0,8.0,Combustión,260,Sí,Kia,7,Hatchback
4x4,Automático,328,Estándar,3.0,7.0,Combustión,325,Sí,Audi,9,Sedan
4x2,Manual,85,Gasolina,1.4,5.0,Combustión,90,No,Fiat,8,Hatchback
4x4,Automático,305,Gasolina,3.6,9.0,Combustión,259,No,Buick,5,Suv
4x4,Automático,177,Gasolina,2.4,5.0,Combustión,164,No,Honda,12,Suv
4x2,Automático,189,Gasolina,2.5,6.0,Combustión,186,No,Mazda,5,Suv
4x2,Manual,107,Estándar,1.5,5.0,Combustión,104,No,Chevrolet,5,Sedan
4x2,Automático,240,Gasolina,2.0,6.0,Combustión,270,Sí,Ford,5,Sedan
4x2,Automático,120,Estándar,1.6,6.0,Combustión,112,No,Kia,6,Hatchback
4x2,Automático,302,Estándar,3.0,8.0,Combustión,295,Sí,Bmw,13,Sedan
4x4,Automático,288,Gasolina,3.6,6.0,Combustión,270,No,Buick,8,Suv
4x2,Manual,121,Gasolina,1.5,5.0,Combustión,109,No,Ford,5,Sedan
4x2,Automático,204,Gasolina,2.0,9.0,Combustión,206,Sí,Mercedes Benz,5,Sedan
4x2,Automático,148,Estándar,2.0,5.0,Combustión,135,No,Mazda,12,Sedan
4x4,Automático,249,Gasolina,2.0,7.0,Combustión,273,Sí,Audi,8,Sedan
4x2,Manual,110,Gasolina,1.6,5.0,Combustión,84,No,Seat,6,Sedan
4x2,Manual,81,Gasolina,1.2,5.0,Combustión,80,No,Chevrolet,4,Sedan
4x2,Manual,107,Estándar,1.6,5.0,Combustión,104,No,Chevrolet,6,Sedan
4x2,Automático,181,Gasolina,2.0,8.0,Combustión,199,Sí,Bmw,8,Hatchback
4x2,Automático,138,Gasolina,1.4,6.0,Combustión,148,Sí,Buick,10,Suv
4x2,Automático,189,Gasolina,2.0,7.0,Combustión,207,Sí,Bmw,6,Suv
4x2,Automático,150,Gasolina,1.4,6.0,Combustión,184,Sí,Volkswagen,4,Suv
4x2,Automático,245,Gasolina,2.0,6.0,Combustión,260,Sí,Kia,7,Sedan
4x4,Automático,285,Gasolina,5.3,6.0,Combustión,305,No,Chevrolet,6,Pickup
4x2,Manual,100,Gasolina,1.6,5.0,Combustión,105,No,Volkswagen,7,Hatchback
4x4,Automático,302,Gasolina,3.5,7.0,Combustión,273,No,Mercedes Benz,11,Suv
4x4,Automático,285,Gasolina,2.3,6.0,Combustión,300,Sí,Lincoln,8,Suv
4x4,Automático,290,Gasolina,3.7,9.0,Combustión,267,No,Acura,7,Suv
4x2,Automático,192,Gasolina,2.0,8.0,Combustión,221,Sí,Mini,7,Wagon
4x2,Automático,250,Gasolina,2.0,8.0,Combustión,260,Sí,Kia,7,Sedan
4x2,Automático,131,Gasolina,2.0,4.0,Combustión,142,No,Renault,6,Hatchback
4x4,Automático,176,Gasolina,2.5,6.0,Combustión,172,No,Toyota,10,Suv
4x2,Automático,315,Gasolina,2.7,6.0,Combustión,350,Sí,Ford,8,Suv
4x2,Automático,185,Gasolina,2.4,6.0,Combustión,178,No,Hyundai,8,Sedan
4x2,Automático,321,Estándar,3.0,8.0,Combustión,331,Sí,Bmw,8,Convertible
4x2,Manual,120,Gasolina,1.6,5.0,Combustión,112,No,Ford,8,Hatchback
4x2,Automático,189,Gasolina,2.0,7.0,Combustión,207,Sí,Bmw,6,Suv
4x2,Automático,152,Gasolina,1.6,6.0,Combustión,184,Sí,Volvo,7,Hatchback
4x4,Automático,234,Gasolina,2.0,9.0,Combustión,251,Sí,Land Rover,7,Suv
4x2,Automático,173,Gasolina,2.4,4.0,Combustión,166,No,Dodge,12,Suv
4x2,Automático,110,Estándar,1.6,6.0,Combustión,114,No,Seat,5,Suv
4x2,Manual,188,Gasolina,2.5,6.0,Combustión,184,No,Mazda,7,Hatchback
4x2,Automático,266,Estándar,3.5,6.0,Combustión,245,No,Toyota,10,Minivan
4x2,Manual,155,Estándar,2.0,6.0,Combustión,148,No,Mazda,7,Convertible
