fuel_consumption_km_l,traccion,transmision,horsepower,fuel_type,displacement,gears,engine_type,torque,turbo,brand,age
9.0,4x4,Automático,208,Gasolina,2.0,8.0,Combustión,258,Sí,Audi,13
9.0,4x4,Automático,280,Estándar,3.5,6.0,Combustión,262,No,Honda,7
9.0,4x2,Automático,208,Gasolina,2.0,9.0,Combustión,258,Sí,Mercedes Benz,7
13.0,4x2,Automático,235,Gasolina,2.0,9.0,Combustión,258,Sí,Cadillac,6
17.0,4x2,Automático,150,Gasolina,1.4,7.0,Combustión,184,Sí,Volkswagen,5
14.0,4x2,Automático,201,Gasolina,1.6,7.0,Combustión,195,Sí,Kia,5
8.0,4x2,Automático,460,Gasolina,5.0,10.0,Combustión,420,No,Ford,4
9.0,4x4,Automático,280,Gasolina,3.5,6.0,Combustión,262,No,Honda,9
9.0,4x2,Automático,285,Gasolina,3.5,6.0,Combustión,253,No,Ford,12
17.0,4x2,Automático,136,Estándar,1.5,6.0,Combustión,162,Sí,Mini,7
9.0,4x4,Automático,288,Gasolina,3.6,6.0,Combustión,270,No,Buick,8
9.0,4x2,Automático,276,Estándar,3.6,6.0,Combustión,265,No,Volkswagen,12
7.0,4x4,Automático,360,Estándar,5.7,8.0,Combustión,390,No,Jeep,7
9.0,4x2,Automático,301,Gasolina,3.6,6.0,Combustión,272,No,Gmc,9
13.0,4x2,Automático,156,Gasolina,1.6,7.0,Combustión,184,Sí,Mercedes Benz,6
14.0,4x2,Automático,150,Gasolina,1.4,7.0,Combustión,184,Sí,Audi,7
14.0,4x2,Automático,148,Gasolina,1.4,6.0,Combustión,184,Sí,Volkswagen,7
12.0,4x2,Automático,181,Gasolina,2.0,8.0,Combustión,199,Sí,Bmw,10
12.0,4x2,Automático,131,Gasolina,2.0,4.0,Combustión,142,No,Renault,6
9.0,4x4,Automático,310,Gasolina,3.6,6.0,Combustión,271,No,Gmc,7
8.0,4x2,Automático,283,Gasolina,3.6,6.0,Combustión,260,No,Dodge,8
9.0,4x2,Automático,181,Gasolina,2.0,9.0,Combustión,221,Sí,Mercedes Benz,8
9.0,4x2,Automático,252,Gasolina,2.0,9.0,Combustión,258,Sí,Gmc,6
14.0,4x2,Automático,158,Gasolina,1.4,6.0,Combustión,177,Sí,Volkswagen,10
20.0,4x2,Manual,92,Diesel,1.6,5.0,Combustión,170,Sí,Peugeot,4
17.0,4x2,Automático,140,Gasolina,1.5,7.0,Combustión,162,Sí,Bmw,5
13.0,4x2,Automático,156,Estándar,1.6,7.0,Combustión,184,Sí,Mercedes Benz,7
17.0,4x2,Automático,136,Gasolina,1.5,6.0,Combustión,162,Sí,Mini,7
9.0,4x2,Automático,184,Gasolina,2.4,9.0,Combustión,171,No,Jeep,10
20.0,4x2,Automático,100,Gasolina,1.4,4.0,Combustión,98,No,Suzuki,10
14.0,4x2,Manual,138,Gasolina,1.4,6.0,Combustión,148,Sí,Chevrolet,9
10.0,4x4,Automático,286,Gasolina,3.0,6.0,Combustión,310,Sí,Audi,15
13.0,4x2,Automático,189,Gasolina,2.5,6.0,Combustión,186,No,Mazda,5
9.0,4x4,Automático,162,Gasolina,2.5,7.0,Combustión,175,No,Nissan,3
9.0,4x2,Automático,290,Gasolina,3.6,8.0,Combustión,260,No,Jeep,10
15.0,4x2,Automático,140,Estándar,1.8,6.0,Combustión,129,No,Chevrolet,7
10.0,4x2,Automático,113,Estándar,1.6,6.0,Combustión,111,No,Peugeot,7
17.0,4x2,Automático,105,Gasolina,1.2,7.0,Combustión,129,Sí,Seat,10
11.0,4x2,Automático,201,Estándar,2.0,7.0,Combustión,229,Sí,Mercedes Benz,11
6.0,4x4,Automático,285,Gasolina,3.6,5.0,Combustión,260,No,Jeep,7
16.0,4x2,Manual,122,Gasolina,1.4,6.0,Combustión,147,Sí,Seat,11
15.0,4x2,Automático,190,Gasolina,2.0,7.0,Combustión,236,Sí,Audi,7
17.0,4x2,Manual,136,Gasolina,1.5,6.0,Combustión,162,Sí,Mini,7
12.0,4x4,Automático,211,Gasolina,2.0,7.0,Combustión,258,Sí,Mercedes Benz,8
8.0,4x4,Automático,288,Gasolina,3.6,6.0,Combustión,270,No,Gmc,9
9.0,4x2,Automático,168,Gasolina,2.5,6.0,Combustión,170,No,Ford,12
15.0,4x2,Automático,122,Gasolina,1.4,7.0,Combustión,148,Sí,Audi,11
10.0,4x2,Automático,300,Gasolina,3.0,7.0,Combustión,295,Sí,Infiniti,7
14.0,4x2,Automático,121,Gasolina,1.6,6.0,Combustión,111,No,Hyundai,5
6.0,4x2,Automático,381,Estándar,5.7,6.0,Combustión,401,No,Toyota,8
15.0,4x2,Automático,160,Gasolina,2.0,6.0,Combustión,146,No,Ford,9
9.0,4x2,Automático,240,Gasolina,2.0,6.0,Combustión,270,Sí,Ford,10
8.0,4x2,Manual,188,Estándar,2.5,6.0,Combustión,184,No,Mazda,7
13.0,4x2,Automático,185,Gasolina,2.4,6.0,Combustión,178,No,Hyundai,10
12.0,4x2,Automático,140,Gasolina,2.0,4.0,Combustión,144,No,Renault,6
19.0,4x2,Automático,110,Gasolina,1.0,6.0,Combustión,118,Sí,Suzuki,3
9.0,4x2,Automático,264,Gasolina,3.0,6.0,Combustión,222,No,Gmc,13
9.0,4x4,Automático,285,Gasolina,3.6,5.0,Combustión,260,No,Jeep,9
9.0,4x4,Automático,253,Gasolina,3.5,5.0,Combustión,256,No,Honda,10
8.0,4x2,Automático,283,Gasolina,4.0,6.0,Combustión,260,No,Chrysler,9
15.0,4x2,Automático,160,Estándar,2.0,6.0,Combustión,146,No,Ford,9
18.0,4x2,Automático,106,Gasolina,1.6,4.0,Combustión,105,No,Nissan,9
18.0,4x2,Manual,98,Gasolina,1.4,5.0,Combustión,89,No,Chevrolet,4
18.0,4x2,Manual,98,Gasolina,1.4,5.0,Combustión,89,No,Chevrolet,7
7.0,4x4,Automático,197,Diesel,3.2,6.0,Combustión,347,Sí,Ford,4
9.0,4x2,Automático,155,Gasolina,2.0,6.0,Combustión,148,No,Mazda,9
9.0,4x2,Automático,266,Estándar,3.5,6.0,Combustión,245,No,Toyota,9
15.0,4x2,Automático,147,Gasolina,2.0,6.0,Combustión,132,No,Kia,7
16.0,4x2,Automático,122,Gasolina,1.4,7.0,Combustión,148,Sí,Audi,9
14.0,4x2,Automático,104,Estándar,1.6,6.0,Combustión,113,No,Volkswagen,6
15.0,4x2,Automático,122,Gasolina,1.4,7.0,Combustión,148,Sí,Audi,12
13.0,4x2,Automático,181,Gasolina,2.0,8.0,Combustión,199,Sí,Bmw,8
9.0,4x2,Automático,266,Estándar,3.5,6.0,Combustión,245,No,Toyota,13
15.0,4x2,Manual,97,Gasolina,1.3,5.0,Combustión,94,No,Fiat,3
11.0,4x2,Manual,168,Gasolina,2.5,5.0,Combustión,177,No,Volkswagen,12
13.0,4x2,Automático,110,Gasolina,1.6,6.0,Combustión,114,No,Volkswagen,5
15.0,4x2,Automático,122,Gasolina,1.4,7.0,Combustión,147,Sí,Audi,12
20.0,4x2,Manual,76,Gasolina,1.2,5.0,Combustión,74,No,Dodge,5
9.0,4x2,Automático,266,Gasolina,3.5,6.0,Combustión,245,No,Toyota,12
15.0,4x2,Manual,104,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,6
9.0,4x2,Manual,110,Gasolina,1.6,5.0,Combustión,114,No,Seat,7
11.0,4x2,Automático,163,Gasolina,2.4,4.0,Combustión,166,No,Suzuki,12
12.0,4x2,Automático,138,Gasolina,1.4,6.0,Combustión,148,Sí,Chevrolet,11
9.0,4x2,Automático,266,Gasolina,3.5,6.0,Combustión,245,No,Toyota,10
9.0,4x2,Automático,250,Gasolina,3.5,5.0,Combustión,253,No,Honda,14
14.0,4x2,Manual,104,Estándar,1.6,5.0,Combustión,113,No,Volkswagen,7
10.0,4x2,Manual,138,Diesel,2.0,6.0,Combustión,250,Sí,Volkswagen,6
17.0,4x2,Automático,145,Estándar,1.8,6.0,Combustión,130,No,Hyundai,10
15.0,4x2,Manual,121,Estándar,1.6,6.0,Combustión,111,No,Kia,5
12.0,4x2,Automático,145,Gasolina,2.0,6.0,Combustión,136,No,Ford,9
10.0,4x2,Automático,236,Gasolina,4.0,5.0,Combustión,266,No,Toyota,10
13.0,4x2,Manual,140,Gasolina,1.6,6.0,Combustión,144,No,Renault,4
9.0,4x2,Automático,296,Estándar,3.5,8.0,Combustión,263,No,Toyota,8
15.0,4x2,Manual,109,Estándar,1.6,5.0,Combustión,107,No,Nissan,8
13.0,4x2,Automático,155,Gasolina,2.0,6.0,Combustión,148,No,Mazda,7
12.0,4x2,Automático,104,Estándar,1.6,4.0,Combustión,107,No,Renault,8
15.0,4x2,Manual,69,Gasolina,1.0,5.0,Combustión,68,No,Fiat,5
15.0,4x2,Manual,148,Gasolina,2.0,5.0,Combustión,135,No,Mazda,13
11.0,4x2,Automático,138,Estándar,1.8,6.0,Combustión,129,No,Chevrolet,9
15.0,4x2,Manual,104,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,7
13.0,4x2,Manual,110,Gasolina,1.6,5.0,Combustión,109,No,Renault,11
18.0,4x2,Manual,98,Estándar,1.4,5.0,Combustión,89,No,Chevrolet,8
17.0,4x2,Manual,107,Estándar,1.5,5.0,Combustión,104,No,Chevrolet,5
14.0,4x2,Manual,100,Estándar,1.4,5.0,Combustión,98,No,Suzuki,11
15.0,4x2,Automático,105,Gasolina,1.2,7.0,Combustión,129,Sí,Volkswagen,11
14.0,4x2,Manual,115,Estándar,1.6,5.0,Combustión,114,No,Chevrolet,8
6.0,4x2,Automático,250,Gasolina,3.5,6.0,Combustión,253,No,Honda,9
20.0,4x2,Manual,76,Gasolina,1.2,5.0,Combustión,74,No,Dodge,9
16.0,4x2,Manual,106,Gasolina,1.6,5.0,Combustión,105,No,Nissan,9
9.0,4x2,Automático,290,Gasolina,3.5,6.0,Combustión,265,No,Ford,6
13.0,4x2,Automático,102,Gasolina,1.5,4.0,Combustión,99,No,Toyota,5
9.0,4x2,Automático,296,Gasolina,3.5,8.0,Combustión,263,No,Toyota,5
17.0,4x2,Manual,121,Gasolina,1.5,5.0,Combustión,109,No,Ford,6
13.0,4x2,Automático,112,Gasolina,1.6,6.0,Combustión,110,No,Chevrolet,11
16.0,4x2,Manual,106,Gasolina,1.6,5.0,Combustión,105,No,Nissan,4
17.0,4x2,Manual,107,Gasolina,1.6,5.0,Combustión,104,No,Chevrolet,4
18.0,4x2,Manual,98,Estándar,1.4,5.0,Combustión,89,No,Chevrolet,7
11.0,4x2,Automático,172,Estándar,2.4,6.0,Combustión,165,No,Jeep,9
15.0,4x2,Automático,140,Gasolina,1.8,6.0,Combustión,129,No,Chevrolet,8
16.0,4x2,Manual,88,Gasolina,1.2,5.0,Combustión,88,No,Hyundai,9
15.0,4x2,Manual,97,Gasolina,1.3,5.0,Combustión,94,No,Fiat,4
18.0,4x2,Manual,81,Estándar,1.2,5.0,Combustión,80,No,Chevrolet,7
17.0,4x2,Manual,83,Gasolina,1.2,5.0,Combustión,84,Sí,Hyundai,4
16.0,4x2,Automático,103,Gasolina,1.6,4.0,Combustión,107,No,Chevrolet,9
17.0,4x2,Manual,88,Gasolina,1.2,5.0,Combustión,88,No,Hyundai,8
14.0,4x2,Manual,103,Gasolina,1.6,5.0,Combustión,107,No,Chevrolet,10
17.0,4x2,Manual,121,Gasolina,1.5,5.0,Combustión,109,No,Ford,5
21.0,4x2,Manual,76,Gasolina,1.2,5.0,Combustión,74,No,Mitsubishi,6
17.0,4x2,Manual,86,Gasolina,1.2,5.0,Combustión,88,No,Hyundai,7
16.0,4x2,Manual,120,Estándar,1.6,5.0,Combustión,112,No,Ford,9
13.0,4x2,Manual,125,Gasolina,1.8,6.0,Combustión,128,No,Nissan,10
12.0,4x2,Automático,125,Estándar,1.8,4.0,Combustión,128,No,Nissan,9
15.0,4x2,Automático,88,Gasolina,1.2,4.0,Combustión,88,No,Hyundai,8
16.0,4x2,Manual,120,Gasolina,1.6,5.0,Combustión,112,No,Ford,6
14.0,4x2,Manual,110,Gasolina,1.6,5.0,Combustión,115,No,Volkswagen,6
8.0,4x4,Automático,420,Estándar,4.0,8.0,Combustión,443,Sí,Audi,10
9.0,4x4,Automático,237,Gasolina,2.0,9.0,Combustión,251,Sí,Land Rover,6
13.0,4x2,Automático,190,Gasolina,2.0,8.0,Combustión,221,Sí,Volvo,6
9.0,4x4,Automático,271,Estándar,3.2,9.0,Combustión,239,No,Jeep,7
12.0,4x4,Automático,306,Gasolina,2.0,7.0,Combustión,295,Sí,Mercedes Benz,5
9.0,4x4,Automático,250,Gasolina,2.0,9.0,Mild Hybrid,269,Sí,Land Rover,5
7.0,4x4,Automático,420,Gasolina,6.2,8.0,Combustión,450,No,Gmc,9
6.0,4x4,Automático,400,Estándar,5.6,7.0,Combustión,413,No,Infiniti,8
9.0,4x4,Automático,365,Gasolina,3.5,6.0,Combustión,350,Sí,Ford,7
9.0,4x4,Automático,250,Gasolina,2.5,6.0,Combustión,310,Sí,Mazda,8
10.0,4x4,Automático,268,Gasolina,3.0,8.0,Combustión,295,Sí,Audi,9
15.0,4x2,Manual,250,Gasolina,2.0,6.0,Combustión,270,Sí,Ford,9
9.0,4x2,Automático,170,Gasolina,1.5,6.0,Combustión,203,Sí,Chevrolet,7
15.0,4x2,Automático,138,Gasolina,1.4,6.0,Combustión,162,Sí,Suzuki,6
30.0,4x4,Automático,313,Híbrido,2.0,8.0,Híbrido,308,Sí,Bmw,8
12.0,4x4,Automático,387,Gasolina,3.0,8.0,Combustión,369,Sí,Bmw,3
11.0,4x2,Automático,231,Gasolina,2.0,8.0,Combustión,236,Sí,Mini,5
11.0,4x2,Automático,211,Gasolina,2.0,7.0,Combustión,258,Sí,Mercedes Benz,10
9.0,4x2,Automático,290,Gasolina,3.5,6.0,Combustión,255,No,Ford,10
9.0,4x2,Automático,365,Estándar,3.5,6.0,Combustión,420,Sí,Ford,8
9.0,4x2,Automático,295,Estándar,3.5,8.0,Combustión,248,No,Toyota,8
12.0,4x2,Automático,290,Gasolina,2.0,6.0,Combustión,258,Sí,Seat,7
14.0,4x2,Automático,113,Gasolina,1.5,4.0,Combustión,111,No,Mg,4
12.0,4x4,Automático,225,Estándar,2.0,7.0,Combustión,258,Sí,Audi,10
8.0,4x4,Automático,279,Gasolina,2.5,6.0,Combustión,252,No,Acura,7
14.0,4x2,Automático,110,Gasolina,1.6,5.0,Combustión,114,No,Volkswagen,5
9.0,4x4,Automático,240,Estándar,2.0,9.0,Combustión,250,Sí,Land Rover,9
14.0,4x2,Automático,207,Gasolina,2.0,6.0,Combustión,207,Sí,Volkswagen,8
13.0,4x2,Automático,181,Estándar,2.0,7.0,Combustión,221,Sí,Mercedes Benz,8
14.0,4x2,Automático,121,Gasolina,1.6,6.0,Combustión,111,No,Hyundai,6
14.0,4x2,Automático,181,Estándar,2.4,6.0,Combustión,175,No,Hyundai,5
9.0,4x2,Automático,296,Estándar,3.5,8.0,Combustión,263,No,Toyota,7
9.0,4x2,Automático,278,Gasolina,2.4,6.0,Combustión,252,No,Honda,11
12.0,4x4,Automático,211,Gasolina,2.0,7.0,Combustión,221,Sí,Audi,10
27.0,4x2,Automático,146,Gasolina,1.6,6.0,Eléctrico,195,No,Kia,7
13.0,4x4,Automático,204,Gasolina,2.5,8.0,Combustión,243,No,Toyota,6
9.0,4x2,Automático,227,Gasolina,2.5,6.0,Combustión,310,Sí,Mazda,4
9.0,4x4,Automático,285,Estándar,2.3,6.0,Combustión,300,Sí,Lincoln,8
9.0,4x2,Automático,252,Gasolina,2.0,9.0,Combustión,258,Sí,Gmc,5
9.0,4x2,Automático,254,Gasolina,2.0,6.0,Combustión,266,Sí,Volvo,11
9.0,4x4,Automático,285,Gasolina,2.3,6.0,Combustión,300,Sí,Lincoln,8
9.0,4x2,Automático,281,Gasolina,3.6,6.0,Combustión,266,No,Chevrolet,9
13.0,4x2,Automático,120,Gasolina,1.6,7.0,Combustión,148,Sí,Mercedes Benz,9
16.0,4x2,Manual,125,Gasolina,1.4,6.0,Combustión,148,Sí,Seat,7
9.0,4x4,Automático,280,Estándar,3.5,6.0,Combustión,262,No,Honda,9
14.0,4x2,Automático,110,Gasolina,1.6,6.0,Combustión,114,No,Volkswagen,5
15.0,4x2,Manual,110,Gasolina,1.6,5.0,Combustión,114,No,Seat,7
9.0,4x4,Automático,280,Estándar,3.5,6.0,Combustión,262,No,Honda,8
13.0,4x2,Automático,184,Gasolina,2.0,8.0,Combustión,199,Sí,Bmw,5
15.0,4x2,Automático,108,Gasolina,1.2,6.0,Combustión,151,Sí,Peugeot,6
9.0,4x2,Automático,290,Gasolina,3.5,6.0,Combustión,255,No,Ford,7
14.0,4x2,Automático,138,Gasolina,1.4,7.0,Combustión,178,Sí,Hyundai,3
9.0,4x4,Automático,288,Gasolina,3.6,6.0,Combustión,270,No,Buick,11
13.0,4x2,Automático,210,Gasolina,2.0,6.0,Combustión,207,Sí,Volkswagen,10
15.0,4x2,Automático,121,Gasolina,1.6,6.0,Combustión,111,No,Kia,5
14.0,4x2,Automático,204,Gasolina,2.0,9.0,Combustión,206,Sí,Mercedes Benz,5
13.0,4x2,Automático,156,Gasolina,1.6,6.0,Combustión,147,Sí,Mercedes Benz,9
6.0,4x4,Automático,290,Gasolina,3.5,6.0,Combustión,267,No,Acura,11
12.0,4x2,Automático,172,Gasolina,2.4,6.0,Combustión,165,No,Jeep,10
10.0,4x2,Automático,321,Estándar,3.0,8.0,Combustión,331,Sí,Bmw,8
11.0,4x2,Automático,310,Estándar,2.3,6.0,Combustión,320,Sí,Ford,8
15.0,4x2,Automático,201,Gasolina,2.5,8.0,Combustión,178,No,Toyota,7
17.0,4x2,Automático,134,Gasolina,1.5,8.0,Combustión,162,Sí,Bmw,7
17.0,4x2,Manual,136,Estándar,1.5,6.0,Combustión,162,Sí,Mini,10
14.0,4x2,Automático,100,Gasolina,1.4,6.0,Combustión,98,No,Fiat,12
15.0,4x2,Automático,101,Gasolina,1.4,5.0,Combustión,98,No,Fiat,9
14.0,4x2,Automático,150,Gasolina,1.4,7.0,Combustión,184,Sí,Audi,9
6.0,4x4,Automático,304,Gasolina,3.7,6.0,Combustión,273,No,Acura,13
13.0,4x2,Automático,150,Gasolina,2.0,6.0,Combustión,141,No,Kia,7
13.0,4x2,Manual,118,Gasolina,1.6,5.0,Combustión,118,No,Peugeot,10
15.0,4x2,Manual,160,Gasolina,2.0,5.0,Combustión,146,No,Ford,8
14.0,4x2,Manual,129,Gasolina,1.8,6.0,Combustión,128,No,Nissan,7
16.0,4x2,Manual,120,Gasolina,1.6,5.0,Combustión,112,No,Ford,8
16.0,4x2,Automático,122,Gasolina,1.4,7.0,Combustión,148,Sí,Audi,12
13.0,4x4,Automático,176,Gasolina,2.5,6.0,Combustión,172,No,Toyota,11
9.0,4x2,Automático,216,Gasolina,3.0,8.0,Combustión,210,No,Mitsubishi,7
14.0,4x2,Manual,105,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,4
17.0,4x2,Automático,145,Gasolina,1.8,6.0,Combustión,130,No,Hyundai,9
17.0,4x2,Automático,145,Estándar,1.8,6.0,Combustión,130,No,Hyundai,9
13.0,4x2,Manual,115,Estándar,1.6,5.0,Combustión,117,No,Dodge,7
14.0,4x2,Automático,155,Gasolina,2.0,6.0,Combustión,148,No,Mazda,8
18.0,4x2,Automático,106,Estándar,1.6,4.0,Combustión,105,No,Nissan,8
18.0,4x2,Manual,98,Estándar,1.4,5.0,Combustión,89,No,Chevrolet,9
12.0,4x2,Automático,104,Gasolina,1.6,4.0,Combustión,107,No,Renault,8
16.0,4x2,Automático,84,Gasolina,1.0,5.0,Combustión,89,Sí,Smart,11
9.0,4x2,Automático,145,Gasolina,2.0,6.0,Combustión,136,No,Ford,8
14.0,4x2,Manual,129,Gasolina,1.8,6.0,Combustión,128,No,Nissan,9
9.0,4x2,Automático,148,Estándar,2.0,5.0,Combustión,135,No,Mazda,13
12.0,4x2,Automático,172,Gasolina,2.4,6.0,Combustión,165,No,Jeep,11
11.0,4x2,Automático,168,Gasolina,2.5,6.0,Combustión,177,No,Volkswagen,13
15.0,4x2,Manual,115,Gasolina,1.6,5.0,Combustión,114,No,Chevrolet,8
13.0,4x2,Manual,104,Estándar,1.6,5.0,Combustión,113,No,Volkswagen,11
17.0,4x2,Manual,107,Estándar,1.6,5.0,Combustión,104,No,Chevrolet,7
13.0,4x2,Automático,115,Gasolina,1.6,6.0,Combustión,114,No,Chevrolet,10
14.0,4x2,Manual,85,Gasolina,1.4,5.0,Combustión,90,No,Fiat,9
11.0,4x2,Automático,168,Gasolina,2.5,6.0,Combustión,177,No,Volkswagen,10
17.0,4x2,Manual,81,Gasolina,1.2,5.0,Combustión,80,No,Chevrolet,8
14.0,4x2,Manual,121,Gasolina,1.6,6.0,Combustión,111,No,Kia,3
6.0,4x2,Automático,360,Gasolina,5.0,6.0,Combustión,380,No,Ford,12
13.0,4x2,Automático,155,Gasolina,2.0,6.0,Combustión,148,No,Mazda,8
16.0,4x2,Manual,120,Estándar,1.6,5.0,Combustión,112,No,Ford,8
16.0,4x2,Manual,140,Estándar,1.8,5.0,Combustión,129,No,Chevrolet,5
18.0,4x2,Automático,148,Estándar,2.0,6.0,Combustión,273,Sí,Peugeot,6
6.0,4x4,Automático,360,Estándar,5.7,6.0,Combustión,390,No,Jeep,13
8.0,4x4,Automático,224,Gasolina,2.0,8.0,Combustión,258,Sí,Mercedes Benz,4
7.0,4x4,Automático,420,Gasolina,6.2,8.0,Combustión,460,No,Cadillac,6
9.0,4x4,Automático,240,Gasolina,2.0,9.0,Combustión,250,Sí,Land Rover,10
12.0,4x4,Automático,320,Gasolina,2.0,8.0,Combustión,295,Sí,Volvo,8
9.0,4x4,Automático,240,Gasolina,2.0,9.0,Combustión,250,Sí,Land Rover,9
11.0,4x2,Automático,231,Estándar,2.0,6.0,Combustión,236,Sí,Mini,7
10.0,4x2,Automático,327,Gasolina,3.7,7.0,Combustión,269,No,Infiniti,9
9.0,4x4,Automático,222,Gasolina,2.0,8.0,Combustión,258,Sí,Audi,11
12.0,4x4,Automático,252,Gasolina,2.5,7.0,Combustión,273,Sí,Audi,8
10.0,4x4,Automático,249,Gasolina,2.0,8.0,Combustión,258,Sí,Bmw,5
12.0,4x4,Automático,306,Gasolina,2.0,7.0,Combustión,295,Sí,Mercedes Benz,4
13.0,4x2,Automático,136,Gasolina,2.0,7.0,Combustión,162,Sí,Mini,5
9.0,4x2,Automático,290,Gasolina,3.5,6.0,Combustión,255,No,Ford,8
9.0,4x4,Automático,290,Gasolina,3.3,6.0,Combustión,252,No,Kia,8
9.0,4x2,Automático,240,Estándar,2.0,6.0,Combustión,270,Sí,Ford,8
9.0,4x4,Automático,250,Gasolina,2.5,6.0,Combustión,310,Sí,Mazda,6
13.0,4x2,Automático,138,Estándar,1.4,6.0,Combustión,148,Sí,Buick,7
11.0,4x2,Manual,168,Estándar,2.5,5.0,Combustión,177,No,Volkswagen,8
8.0,4x4,Automático,273,Gasolina,3.7,6.0,Combustión,270,No,Mazda,10
9.0,4x2,Automático,271,Estándar,3.2,9.0,Combustión,239,No,Jeep,6
27.0,4x2,Automático,146,Híbrido,1.6,6.0,Eléctrico,195,No,Kia,7
14.0,4x2,Automático,188,Estándar,2.5,6.0,Combustión,184,No,Mazda,9
9.0,4x2,Automático,182,Estándar,2.4,6.0,Combustión,172,No,Chevrolet,9
12.0,4x4,Automático,180,Gasolina,2.0,7.0,Combustión,236,Sí,Audi,8
12.0,4x2,Automático,130,Gasolina,1.8,6.0,Combustión,134,No,Jeep,4
12.0,4x2,Automático,181,Estándar,2.0,8.0,Combustión,199,Sí,Bmw,7
19.0,4x2,Manual,110,Estándar,1.0,5.0,Combustión,125,Sí,Suzuki,6
8.0,4x2,Automático,335,Gasolina,3.6,8.0,Combustión,285,No,Chevrolet,9
9.0,4x2,Automático,270,Estándar,3.5,6.0,Combustión,248,No,Toyota,10
9.0,4x2,Manual,186,Gasolina,2.5,6.0,Combustión,186,No,Mazda,3
19.0,4x2,Manual,110,Gasolina,1.0,6.0,Combustión,109,Sí,Seat,7
11.0,4x4,Automático,176,Gasolina,2.5,6.0,Combustión,172,No,Toyota,10
9.0,4x4,Automático,288,Gasolina,3.6,6.0,Combustión,270,No,Buick,9
17.0,4x2,Manual,110,Estándar,1.2,6.0,Combustión,129,Sí,Seat,8
15.0,4x2,Manual,125,Gasolina,1.4,6.0,Combustión,148,Sí,Audi,9
9.0,4x2,Automático,281,Gasolina,3.6,6.0,Combustión,266,No,Chevrolet,10
12.0,4x2,Automático,153,Gasolina,2.0,6.0,Combustión,142,No,Kia,6
13.0,4x2,Automático,192,Gasolina,2.0,6.0,Combustión,207,Sí,Mini,8
9.0,4x2,Automático,268,Gasolina,3.5,6.0,Combustión,248,No,Toyota,13
15.0,4x2,Automático,150,Estándar,2.0,6.0,Combustión,142,No,Kia,8
15.0,4x2,Manual,160,Estándar,1.4,5.0,Combustión,170,Sí,Fiat,8
15.0,4x2,Manual,170,Estándar,1.4,6.0,Combustión,184,Sí,Alfa Romeo,7
14.0,4x2,Automático,105,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,5
14.0,4x2,Manual,106,Gasolina,1.6,5.0,Combustión,105,No,Nissan,8
13.0,4x2,Automático,185,Gasolina,2.4,6.0,Combustión,178,No,Kia,8
15.0,4x2,Automático,125,Gasolina,1.4,7.0,Combustión,148,Sí,Audi,9
9.0,4x4,Automático,253,Estándar,3.5,5.0,Combustión,256,No,Honda,13
8.0,4x2,Automático,173,Gasolina,2.4,4.0,Combustión,166,No,Dodge,9
18.0,4x2,Manual,109,Gasolina,1.5,6.0,Combustión,104,No,Mazda,4
16.0,4x2,Automático,107,Gasolina,1.5,6.0,Combustión,104,No,Chevrolet,4
11.0,4x2,Automático,177,Gasolina,2.0,6.0,Combustión,177,Sí,Baic X65,6
13.0,4x2,Manual,110,Gasolina,1.6,5.0,Combustión,84,No,Seat,6
15.0,4x2,Automático,161,Gasolina,1.6,7.0,Combustión,184,Sí,Mercedes Benz,6
16.0,4x2,Automático,107,Estándar,1.5,6.0,Combustión,104,No,Chevrolet,7
13.0,4x2,Automático,115,Gasolina,1.6,5.0,Combustión,118,No,Fiat,8
6.0,4x2,Automático,250,Gasolina,3.5,6.0,Combustión,253,No,Honda,11
15.0,4x2,Manual,104,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,10
15.0,4x2,Manual,160,Estándar,1.4,5.0,Combustión,184,Sí,Fiat,11
11.0,4x2,Automático,168,Gasolina,2.5,6.0,Combustión,177,No,Volkswagen,7
14.0,4x2,Manual,104,Gasolina,1.6,5.0,Combustión,113,No,Volkswagen,9
15.0,4x2,Manual,121,Gasolina,1.6,6.0,Combustión,111,No,Kia,7
16.0,4x2,Automático,86,Gasolina,1.2,4.0,Combustión,88,No,Hyundai,5
12.0,4x2,Manual,130,Estándar,1.5,6.0,Combustión,114,No,Honda,9
10.0,4x2,Automático,113,Gasolina,1.6,6.0,Combustión,111,No,Peugeot,5
8.0,4x2,Automático,177,Estándar,2.4,5.0,Combustión,164,No,Honda,13
17.0,4x2,Manual,106,Gasolina,1.5,5.0,Combustión,103,No,Toyota,11
17.0,4x2,Manual,107,Estándar,1.5,5.0,Combustión,104,No,Toyota,6
14.0,4x2,Manual,112,Gasolina,1.6,5.0,Combustión,110,No,Chevrolet,12
14.0,4x2,Manual,100,Gasolina,1.4,5.0,Combustión,98,No,Suzuki,10
20.0,4x2,Manual,76,Gasolina,1.2,5.0,Combustión,74,No,Dodge,7
9.0,4x2,Manual,158,Diesel,2.4,6.0,Combustión,172,No,Nissan,8
